Customer ID,Name,Transaction Amount,Transaction Method,Timestamp
864,Alex,76.52,Mobile Payment,2023-10-22 21:14:44
501,Alex,910.62,Bank Transfer,2023-10-22 21:14:45
682,Emily,559.42,Mobile Payment,2023-10-22 21:14:46
795,Alex,700.1,Mobile Payment,2023-10-22 21:14:47
143,David,573.89,Mobile Payment,2023-10-22 21:14:48
272,Chris,869.25,Cash,2023-10-22 21:14:49
785,Emily,492.4,Debit Card,2023-10-22 21:14:50
504,Jessica,778.01,Cash,2023-10-22 21:14:51
118,Alex,46.29,Debit Card,2023-10-22 21:14:52
80,Michael,982.66,Cash,2023-10-22 21:14:53
883,David,664.67,Credit Card,2023-10-22 21:14:54
341,David,82.12,Debit Card,2023-10-22 21:14:55
731,Alex,159.89,Credit Card,2023-10-22 21:14:56
171,Jessica,88.55,Mobile Payment,2023-10-22 21:14:57
713,Alex,456.1,Mobile Payment,2023-10-22 21:14:58
165,Daniel,373.77,Cash,2023-10-22 21:14:59
110,Emma,600.24,Mobile Payment,2023-10-22 21:15:00
371,John,139.84,Cash,2023-10-22 21:15:01
329,Emily,416.26,Credit Card,2023-10-22 21:15:02
858,Chris,346.32,Debit Card,2023-10-22 21:15:03
433,Emma,568.07,Debit Card,2023-10-22 21:15:04
117,Emily,65.27,Cash,2023-10-22 21:15:05
79,David,290.17,Debit Card,2023-10-22 21:15:06
266,Jessica,486.58,Debit Card,2023-10-22 21:15:07
402,Michael,806.12,Credit Card,2023-10-22 21:15:08
954,Sarah,289.77,Mobile Payment,2023-10-22 21:15:09
440,Alex,856.69,Credit Card,2023-10-22 21:15:10
60,Chris,103.07,Mobile Payment,2023-10-22 21:15:11
305,David,818.11,Mobile Payment,2023-10-22 21:15:12
253,Emma,170.02,Debit Card,2023-10-22 21:15:13
938,Sarah,400.75,Cash,2023-10-22 21:15:14
581,Michael,746.01,Cash,2023-10-22 21:15:15
235,Daniel,349.21,Debit Card,2023-10-22 21:15:16
325,Alex,883.07,Bank Transfer,2023-10-22 21:15:17
593,Michael,993.05,Cash,2023-10-22 21:15:18
669,Emily,962.37,Bank Transfer,2023-10-22 21:15:19
626,Chris,357.86,Bank Transfer,2023-10-22 21:15:20
259,John,655.09,Debit Card,2023-10-22 21:15:21
980,Jessica,394.58,Credit Card,2023-10-22 21:15:22
99,Michael,649.58,Mobile Payment,2023-10-22 21:15:23
554,Emma,701.7,Credit Card,2023-10-22 21:15:24
994,Emma,275.39,Mobile Payment,2023-10-22 21:15:25
591,Emma,74.88,Mobile Payment,2023-10-22 21:15:26
346,Emma,412.62,Debit Card,2023-10-22 21:15:27
50,Sarah,785.68,Mobile Payment,2023-10-22 21:15:28
977,Jessica,748.64,Debit Card,2023-10-22 21:15:29
1000,Michael,465.85,Debit Card,2023-10-22 21:15:30
873,Alex,575.81,Mobile Payment,2023-10-22 21:15:31
902,John,206.57,Debit Card,2023-10-22 21:15:32
611,David,813.26,Bank Transfer,2023-10-22 21:15:33
980,John,531.4,Debit Card,2023-10-22 21:15:34
648,Emily,411.25,Mobile Payment,2023-10-22 21:15:35
785,Jessica,11.74,Bank Transfer,2023-10-22 21:15:36
594,Michael,4.76,Mobile Payment,2023-10-22 21:15:37
736,Daniel,291.1,Credit Card,2023-10-22 21:15:38
917,Michael,176.23,Cash,2023-10-22 21:15:39
872,Michael,597.92,Mobile Payment,2023-10-22 21:15:40
668,Michael,928.34,Debit Card,2023-10-22 21:15:41
217,Daniel,596.81,Mobile Payment,2023-10-22 21:15:42
650,John,922.91,Bank Transfer,2023-10-22 21:15:43
771,Alex,631.51,Bank Transfer,2023-10-22 21:15:44
866,Emily,24.32,Credit Card,2023-10-22 21:15:45
980,Michael,243.91,Bank Transfer,2023-10-22 21:15:46
320,Alex,638.32,Debit Card,2023-10-22 21:15:47
473,Jessica,280.11,Debit Card,2023-10-22 21:15:48
393,Emily,680.39,Mobile Payment,2023-10-22 21:15:49
434,Emma,53.02,Debit Card,2023-10-22 21:15:50
525,Emily,622.83,Bank Transfer,2023-10-22 21:15:51
248,Sarah,602.35,Mobile Payment,2023-10-22 21:15:52
729,John,797.58,Mobile Payment,2023-10-22 21:15:53
30,Jessica,276.48,Mobile Payment,2023-10-22 21:15:54
375,Emma,585.87,Bank Transfer,2023-10-22 21:15:55
557,Sarah,523.91,Bank Transfer,2023-10-22 21:15:56
116,Jessica,742.83,Mobile Payment,2023-10-22 21:15:57
289,Chris,943.13,Debit Card,2023-10-22 21:15:58
42,Sarah,942.14,Credit Card,2023-10-22 21:15:59
734,John,617.14,Credit Card,2023-10-22 21:16:00
700,John,523.78,Mobile Payment,2023-10-22 21:16:01
396,John,796.33,Bank Transfer,2023-10-22 21:16:02
749,Daniel,11.82,Credit Card,2023-10-22 21:16:03
308,Daniel,818.21,Mobile Payment,2023-10-22 21:16:04
127,John,218.39,Credit Card,2023-10-22 21:16:05
609,Alex,165.03,Mobile Payment,2023-10-22 21:16:06
516,Jessica,579.12,Credit Card,2023-10-22 21:16:07
455,Sarah,473.57,Bank Transfer,2023-10-22 21:16:08
815,Daniel,108.06,Mobile Payment,2023-10-22 21:16:09
545,Emma,816.61,Bank Transfer,2023-10-22 21:16:10
195,Sarah,641.98,Cash,2023-10-22 21:16:11
752,Alex,167.69,Bank Transfer,2023-10-22 21:16:12
796,David,832.21,Mobile Payment,2023-10-22 21:16:13
645,Emma,831.97,Bank Transfer,2023-10-22 21:16:14
698,John,938.25,Cash,2023-10-22 21:16:15
978,Emily,77.16,Debit Card,2023-10-22 21:16:16
914,Emma,128.22,Mobile Payment,2023-10-22 21:16:17
868,Emily,719.93,Bank Transfer,2023-10-22 21:16:18
269,Alex,62.73,Cash,2023-10-22 21:16:19
638,David,329.99,Credit Card,2023-10-22 21:16:20
363,Sarah,141.09,Mobile Payment,2023-10-22 21:16:21
546,Chris,865.38,Bank Transfer,2023-10-22 21:16:22
325,Sarah,582.83,Debit Card,2023-10-22 21:16:23
928,Michael,735.45,Mobile Payment,2023-10-22 21:16:24
631,Emma,834.43,Cash,2023-10-22 21:16:25
729,Chris,821.14,Cash,2023-10-22 21:16:26
666,John,610.23,Cash,2023-10-22 21:16:27
555,Jessica,876.33,Debit Card,2023-10-22 21:16:28
964,Daniel,472.11,Mobile Payment,2023-10-22 21:16:29
867,Emily,94.47,Debit Card,2023-10-22 21:16:30
944,Daniel,931.3,Debit Card,2023-10-22 21:16:31
108,Sarah,972.33,Bank Transfer,2023-10-22 21:16:32
807,Jessica,429.48,Credit Card,2023-10-22 21:16:33
536,Sarah,520.46,Cash,2023-10-22 21:16:34
120,Chris,667.72,Cash,2023-10-22 21:16:35
858,Daniel,259.81,Mobile Payment,2023-10-22 21:16:36
732,Michael,500.86,Credit Card,2023-10-22 21:16:37
264,John,664.36,Bank Transfer,2023-10-22 21:16:38
360,David,96.64,Credit Card,2023-10-22 21:16:39
236,Sarah,844.7,Credit Card,2023-10-22 21:16:40
857,Michael,593.41,Bank Transfer,2023-10-22 21:16:41
841,David,974.14,Bank Transfer,2023-10-22 21:16:42
846,Alex,669.09,Mobile Payment,2023-10-22 21:16:43
130,Alex,811.88,Credit Card,2023-10-22 21:16:44
974,Daniel,652.45,Credit Card,2023-10-22 21:16:45
501,Jessica,942.09,Credit Card,2023-10-22 21:16:46
328,Daniel,32.01,Credit Card,2023-10-22 21:16:47
866,Chris,665.52,Mobile Payment,2023-10-22 21:16:48
113,John,743.03,Credit Card,2023-10-22 21:16:49
846,Emily,942.68,Cash,2023-10-22 21:16:50
896,Emma,927.32,Bank Transfer,2023-10-22 21:16:51
196,John,852.95,Cash,2023-10-22 21:16:52
207,Sarah,820.61,Bank Transfer,2023-10-22 21:16:53
54,Jessica,745.05,Debit Card,2023-10-22 21:16:54
718,Jessica,52.22,Bank Transfer,2023-10-22 21:16:55
115,Michael,124.06,Cash,2023-10-22 21:16:56
159,Alex,342.67,Mobile Payment,2023-10-22 21:16:57
44,Jessica,490.52,Mobile Payment,2023-10-22 21:16:58
553,Daniel,606.42,Debit Card,2023-10-22 21:16:59
52,Sarah,691.91,Bank Transfer,2023-10-22 21:17:00
826,Alex,262.44,Mobile Payment,2023-10-22 21:17:01
215,Emily,908.83,Cash,2023-10-22 21:17:02
211,Chris,551.64,Debit Card,2023-10-22 21:17:03
867,Emily,608.09,Mobile Payment,2023-10-22 21:17:04
174,David,568.22,Credit Card,2023-10-22 21:17:05
789,Emily,936.93,Cash,2023-10-22 21:17:06
264,Chris,475.56,Mobile Payment,2023-10-22 21:17:07
976,Emily,964.2,Cash,2023-10-22 21:17:08
756,Emma,192.71,Credit Card,2023-10-22 21:17:09
66,Jessica,843.3,Credit Card,2023-10-22 21:17:10
122,Daniel,775.69,Debit Card,2023-10-22 21:17:11
932,Daniel,249.21,Bank Transfer,2023-10-22 21:17:12
827,Michael,273.69,Mobile Payment,2023-10-22 21:17:13
451,Sarah,105.3,Bank Transfer,2023-10-22 21:17:14
183,Daniel,507.58,Debit Card,2023-10-22 21:17:15
476,Alex,672.09,Bank Transfer,2023-10-22 21:17:16
811,David,743.47,Bank Transfer,2023-10-22 21:17:17
267,Daniel,597.05,Cash,2023-10-22 21:17:18
103,Sarah,519.94,Credit Card,2023-10-22 21:17:19
204,Sarah,208.87,Mobile Payment,2023-10-22 21:17:20
92,Chris,194.92,Mobile Payment,2023-10-22 21:17:21
542,Daniel,900.84,Debit Card,2023-10-22 21:17:22
515,Sarah,352.0,Credit Card,2023-10-22 21:17:23
838,David,467.94,Cash,2023-10-22 21:17:24
191,David,820.52,Credit Card,2023-10-22 21:17:25
680,Emma,468.86,Mobile Payment,2023-10-22 21:17:26
987,David,423.23,Cash,2023-10-22 21:17:27
462,Chris,177.42,Cash,2023-10-22 21:17:28
586,Sarah,572.9,Bank Transfer,2023-10-22 21:17:29
447,Sarah,206.53,Mobile Payment,2023-10-22 21:17:30
566,Jessica,550.25,Mobile Payment,2023-10-22 21:17:31
32,Chris,844.4,Debit Card,2023-10-22 21:17:32
663,Daniel,422.43,Cash,2023-10-22 21:17:33
10,Jessica,441.29,Debit Card,2023-10-22 21:17:34
343,Alex,501.48,Credit Card,2023-10-22 21:17:35
571,David,661.42,Debit Card,2023-10-22 21:17:36
215,Jessica,448.23,Bank Transfer,2023-10-22 21:17:37
720,Emma,10.07,Mobile Payment,2023-10-22 21:17:38
326,Jessica,46.93,Credit Card,2023-10-22 21:17:39
742,Sarah,352.0,Cash,2023-10-22 21:17:40
300,Daniel,626.42,Mobile Payment,2023-10-22 21:17:41
105,David,353.12,Mobile Payment,2023-10-22 21:17:42
560,Alex,569.63,Debit Card,2023-10-22 21:17:43
784,Emma,292.76,Cash,2023-10-22 21:17:44
114,Chris,495.7,Bank Transfer,2023-10-22 21:17:45
940,Michael,172.82,Mobile Payment,2023-10-22 21:17:46
833,Alex,984.78,Mobile Payment,2023-10-22 21:17:47
868,Emma,870.97,Debit Card,2023-10-22 21:17:48
947,Chris,48.13,Debit Card,2023-10-22 21:17:49
828,Daniel,360.75,Bank Transfer,2023-10-22 21:17:50
708,Sarah,457.26,Cash,2023-10-22 21:17:51
231,Daniel,568.64,Mobile Payment,2023-10-22 21:17:52
171,Emily,926.91,Bank Transfer,2023-10-22 21:17:53
957,Chris,436.15,Debit Card,2023-10-22 21:17:54
944,Daniel,620.49,Debit Card,2023-10-22 21:17:55
818,Chris,628.4,Credit Card,2023-10-22 21:17:56
477,Chris,469.11,Cash,2023-10-22 21:17:57
317,Jessica,713.46,Debit Card,2023-10-22 21:17:58
144,Chris,495.02,Bank Transfer,2023-10-22 21:17:59
551,Alex,643.23,Mobile Payment,2023-10-22 21:18:00
531,Daniel,136.48,Mobile Payment,2023-10-22 21:18:01
413,Emma,371.34,Credit Card,2023-10-22 21:18:02
851,Michael,138.05,Mobile Payment,2023-10-22 21:18:03
992,John,781.86,Mobile Payment,2023-10-22 21:18:04
856,David,440.78,Debit Card,2023-10-22 21:18:05
61,David,182.01,Mobile Payment,2023-10-22 21:18:06
748,Chris,743.5,Mobile Payment,2023-10-22 21:18:07
805,Emma,85.64,Credit Card,2023-10-22 21:18:08
48,John,159.79,Bank Transfer,2023-10-22 21:18:09
331,Emily,348.81,Bank Transfer,2023-10-22 21:18:10
229,Sarah,853.53,Cash,2023-10-22 21:18:11
206,Jessica,913.09,Mobile Payment,2023-10-22 21:18:12
932,John,406.75,Cash,2023-10-22 21:18:13
130,Emma,229.71,Debit Card,2023-10-22 21:18:14
682,Chris,140.3,Credit Card,2023-10-22 21:18:15
256,Jessica,241.03,Cash,2023-10-22 21:18:16
477,Jessica,20.78,Debit Card,2023-10-22 21:18:17
206,Michael,218.13,Credit Card,2023-10-22 21:18:18
302,Michael,26.11,Debit Card,2023-10-22 21:18:19
52,Jessica,159.59,Mobile Payment,2023-10-22 21:18:20
114,Alex,823.42,Mobile Payment,2023-10-22 21:18:21
796,Jessica,651.28,Credit Card,2023-10-22 21:18:22
688,Michael,870.45,Mobile Payment,2023-10-22 21:18:23
390,Michael,970.03,Mobile Payment,2023-10-22 21:18:24
563,Chris,900.42,Bank Transfer,2023-10-22 21:18:25
636,Daniel,452.23,Bank Transfer,2023-10-22 21:18:26
459,Daniel,964.78,Bank Transfer,2023-10-22 21:18:27
54,Emily,282.26,Debit Card,2023-10-22 21:18:28
681,Chris,182.9,Bank Transfer,2023-10-22 21:18:29
401,Michael,277.63,Cash,2023-10-22 21:18:30
930,Sarah,25.24,Cash,2023-10-22 21:18:31
105,Michael,673.03,Cash,2023-10-22 21:18:32
897,Daniel,103.69,Debit Card,2023-10-22 21:18:33
282,John,132.11,Mobile Payment,2023-10-22 21:18:34
327,Jessica,236.89,Debit Card,2023-10-22 21:18:35
43,Michael,862.31,Cash,2023-10-22 21:18:36
301,Emily,23.04,Credit Card,2023-10-22 21:18:37
558,Michael,438.38,Mobile Payment,2023-10-22 21:18:38
818,John,251.83,Mobile Payment,2023-10-22 21:18:39
845,Michael,51.55,Credit Card,2023-10-22 21:18:40
673,John,588.21,Mobile Payment,2023-10-22 21:18:41
400,Emily,903.25,Debit Card,2023-10-22 21:18:42
803,Daniel,974.24,Bank Transfer,2023-10-22 21:18:43
204,David,113.67,Cash,2023-10-22 21:18:44
546,Jessica,419.54,Debit Card,2023-10-22 21:18:45
895,Emma,319.86,Mobile Payment,2023-10-22 21:18:46
106,David,368.34,Bank Transfer,2023-10-22 21:18:47
977,Daniel,207.26,Debit Card,2023-10-22 21:18:48
382,Michael,193.22,Debit Card,2023-10-22 21:18:49
597,Chris,142.22,Mobile Payment,2023-10-22 21:18:50
767,Jessica,23.59,Mobile Payment,2023-10-22 21:18:51
173,Emily,14.59,Mobile Payment,2023-10-22 21:18:52
157,Sarah,999.69,Debit Card,2023-10-22 21:18:53
991,Emily,794.27,Debit Card,2023-10-22 21:18:54
735,Chris,920.09,Debit Card,2023-10-22 21:18:55
764,Daniel,446.34,Mobile Payment,2023-10-22 21:18:56
212,Jessica,471.89,Credit Card,2023-10-22 21:18:57
532,David,350.67,Cash,2023-10-22 21:18:58
373,John,703.87,Cash,2023-10-22 21:18:59
828,Emma,549.93,Debit Card,2023-10-22 21:19:00
640,Jessica,248.78,Debit Card,2023-10-22 21:19:01
825,Emily,53.82,Cash,2023-10-22 21:19:02
670,David,857.63,Bank Transfer,2023-10-22 21:19:03
738,Emma,153.36,Bank Transfer,2023-10-22 21:19:04
303,John,341.62,Mobile Payment,2023-10-22 21:19:05
814,Sarah,353.95,Cash,2023-10-22 21:19:06
50,Emily,108.84,Bank Transfer,2023-10-22 21:19:07
201,Daniel,627.26,Debit Card,2023-10-22 21:19:08
874,Jessica,655.38,Mobile Payment,2023-10-22 21:19:09
890,John,823.73,Credit Card,2023-10-22 21:19:10
227,Chris,114.13,Cash,2023-10-22 21:19:11
426,Emma,365.37,Debit Card,2023-10-22 21:19:12
533,Michael,673.09,Bank Transfer,2023-10-22 21:19:13
626,Emma,844.97,Mobile Payment,2023-10-22 21:19:14
978,Emma,563.49,Credit Card,2023-10-22 21:19:15
336,Alex,786.64,Debit Card,2023-10-22 21:19:16
339,Daniel,479.02,Credit Card,2023-10-22 21:19:17
958,John,97.14,Cash,2023-10-22 21:19:18
71,Emily,555.61,Credit Card,2023-10-22 21:19:19
76,Michael,115.03,Bank Transfer,2023-10-22 21:19:20
631,Chris,863.32,Cash,2023-10-22 21:19:21
355,Emily,741.86,Bank Transfer,2023-10-22 21:19:22
534,John,34.02,Debit Card,2023-10-22 21:19:23
96,Michael,977.56,Cash,2023-10-22 21:19:24
285,John,436.23,Debit Card,2023-10-22 21:19:25
216,Emma,107.17,Cash,2023-10-22 21:19:26
500,Chris,478.52,Cash,2023-10-22 21:19:27
549,John,733.41,Credit Card,2023-10-22 21:19:28
351,David,251.16,Cash,2023-10-22 21:19:29
906,Daniel,325.78,Mobile Payment,2023-10-22 21:19:30
990,Alex,220.77,Mobile Payment,2023-10-22 21:19:31
594,Alex,199.03,Bank Transfer,2023-10-22 21:19:32
854,Daniel,281.04,Credit Card,2023-10-22 21:19:33
710,Sarah,509.57,Debit Card,2023-10-22 21:19:34
161,Michael,836.82,Cash,2023-10-22 21:19:35
181,Chris,827.68,Credit Card,2023-10-22 21:19:36
210,Emma,523.05,Bank Transfer,2023-10-22 21:19:37
438,David,545.44,Mobile Payment,2023-10-22 21:19:38
490,Daniel,929.94,Debit Card,2023-10-22 21:19:39
348,John,717.43,Debit Card,2023-10-22 21:19:40
949,Emma,73.35,Debit Card,2023-10-22 21:19:41
887,Daniel,191.81,Cash,2023-10-22 21:19:42
286,David,235.89,Debit Card,2023-10-22 21:19:43
346,John,8.5,Mobile Payment,2023-10-22 21:19:44
421,David,779.87,Mobile Payment,2023-10-22 21:19:45
454,Sarah,844.38,Bank Transfer,2023-10-22 21:19:46
805,Emma,701.21,Debit Card,2023-10-22 21:19:47
290,Emily,279.29,Cash,2023-10-22 21:19:48
363,David,400.27,Bank Transfer,2023-10-22 21:19:49
473,Michael,732.18,Mobile Payment,2023-10-22 21:19:50
723,Sarah,30.98,Debit Card,2023-10-22 21:19:51
450,Daniel,236.34,Credit Card,2023-10-22 21:19:52
298,Alex,931.01,Credit Card,2023-10-22 21:19:53
697,Emma,237.29,Mobile Payment,2023-10-22 21:19:54
45,John,900.38,Bank Transfer,2023-10-22 21:19:55
532,Emily,30.29,Debit Card,2023-10-22 21:19:56
730,Michael,369.21,Debit Card,2023-10-22 21:19:57
916,Alex,807.78,Bank Transfer,2023-10-22 21:19:58
562,Emily,54.52,Mobile Payment,2023-10-22 21:19:59
461,Chris,218.97,Credit Card,2023-10-22 21:20:00
247,Emily,866.45,Debit Card,2023-10-22 21:20:01
646,Chris,856.91,Cash,2023-10-22 21:20:02
602,Sarah,772.94,Bank Transfer,2023-10-22 21:20:03
537,Chris,669.31,Bank Transfer,2023-10-22 21:20:04
306,Chris,947.18,Debit Card,2023-10-22 21:20:05
12,John,388.15,Cash,2023-10-22 21:20:06
965,Daniel,417.35,Debit Card,2023-10-22 21:20:07
286,Alex,799.06,Debit Card,2023-10-22 21:20:08
911,Emily,140.04,Credit Card,2023-10-22 21:20:09
20,Jessica,62.06,Bank Transfer,2023-10-22 21:20:10
910,John,774.87,Mobile Payment,2023-10-22 21:20:11
870,David,915.39,Debit Card,2023-10-22 21:20:12
306,Daniel,993.24,Cash,2023-10-22 21:20:13
423,Jessica,151.5,Mobile Payment,2023-10-22 21:20:14
838,Chris,987.87,Credit Card,2023-10-22 21:20:15
453,Jessica,433.76,Credit Card,2023-10-22 21:20:16
375,Daniel,377.48,Bank Transfer,2023-10-22 21:20:17
338,Daniel,279.04,Bank Transfer,2023-10-22 21:20:18
726,Daniel,617.46,Mobile Payment,2023-10-22 21:20:19
