Customer ID,Name,Transaction Amount,Transaction Method
521,John,848.48,Mobile Payment
523,Chris,40.21,Bank Transfer
525,Alex,521.98,Bank Transfer
527,Jane,231.8,Mobile Payment
528,David,718.88,Mobile Payment
529,Chris,953.94,Mobile Payment
530,Chris,177.18,Bank Transfer
531,Sarah,553.34,Credit Card
532,Emma,698.67,Mobile Payment
533,Alex,800.09,Bank Transfer
534,Kate,489.57,Credit Card
536,Sarah,259.18,Credit Card
537,David,463.47,Bank Transfer
538,Emily,59.71,Mobile Payment
540,John,46.54,Debit Card
541,David,274.83,Credit Card
542,David,71.6,Bank Transfer
545,Michael,694.12,Mobile Payment
546,Michael,352.79,Mobile Payment
547,Sarah,821.82,Debit Card
548,Alex,454.55,Debit Card
549,John,440.46,Debit Card
550,David,754.39,Mobile Payment
551,Alex,571.0,Credit Card
553,John,380.3,Credit Card
554,Kate,430.07,Bank Transfer
555,Kate,756.68,Mobile Payment
556,Jane,926.02,Credit Card
557,Michael,396.95,Debit Card
559,John,306.67,Bank Transfer
560,Sarah,347.9,Debit Card
561,David,97.21,Credit Card
563,Kate,420.63,Mobile Payment
564,Jane,605.24,Credit Card
565,John,884.55,Bank Transfer
566,Alex,205.55,Bank Transfer
567,John,864.46,Debit Card
568,Sarah,967.07,Bank Transfer
569,David,566.76,Credit Card
570,John,47.44,Debit Card
571,John,925.67,Mobile Payment
572,Jane,484.4,Bank Transfer
574,Emily,385.57,Bank Transfer
575,Emily,99.37,Credit Card
576,Emma,856.3,Mobile Payment
577,Kate,730.05,Debit Card
578,Chris,240.87,Debit Card
579,Kate,76.15,Mobile Payment
580,Alex,191.76,Mobile Payment
581,Alex,389.14,Debit Card
582,David,440.38,Debit Card
583,John,851.35,Debit Card
584,John,956.44,Mobile Payment
586,Sarah,99.45,Bank Transfer
588,Michael,156.56,Credit Card
589,Emma,654.6,Mobile Payment
591,Michael,53.8,Debit Card
592,Alex,710.81,Mobile Payment
593,Kate,433.1,Credit Card
594,David,383.4,Bank Transfer
597,Emily,562.51,Credit Card
598,Emma,182.15,Bank Transfer
599,Alex,928.83,Credit Card
600,Alex,989.98,Mobile Payment
601,Emily,941.91,Debit Card
602,Sarah,183.11,Credit Card
603,Sarah,493.09,Credit Card
604,Emma,650.79,Credit Card
606,Emily,399.16,Mobile Payment
607,John,453.64,Mobile Payment
608,Chris,152.52,Debit Card
609,John,37.21,Mobile Payment
611,Emily,532.74,Mobile Payment
612,Chris,959.15,Mobile Payment
613,Kate,716.02,Bank Transfer
615,David,542.33,Debit Card
616,Emily,590.16,Bank Transfer
617,John,234.56,Mobile Payment
618,Michael,976.79,Bank Transfer
619,Sarah,775.11,Mobile Payment
621,Emma,787.01,Credit Card
622,Alex,746.63,Debit Card
624,Alex,240.95,Bank Transfer
625,Sarah,946.09,Debit Card
626,Michael,951.49,Mobile Payment
628,Emma,747.89,Credit Card
629,Emily,152.51,Debit Card
630,Alex,658.31,Bank Transfer
631,John,667.42,Debit Card
632,Sarah,996.76,Bank Transfer
634,Alex,429.98,Credit Card
635,Emily,670.41,Credit Card
636,Jane,556.8,Mobile Payment
637,Alex,724.65,Mobile Payment
638,Michael,178.05,Debit Card
639,Alex,682.66,Debit Card
640,Kate,461.35,Debit Card
643,Chris,356.86,Bank Transfer
644,Emily,26.73,Bank Transfer
645,Alex,890.52,Mobile Payment
646,Jane,934.31,Bank Transfer
647,Chris,502.47,Credit Card
648,Sarah,740.12,Credit Card
649,Alex,303.91,Bank Transfer
650,Alex,550.51,Bank Transfer
652,Sarah,994.4,Credit Card
653,David,619.46,Mobile Payment
654,Chris,360.06,Credit Card
655,Emily,285.51,Mobile Payment
656,Jane,274.02,Debit Card
657,Sarah,170.87,Debit Card
658,Sarah,147.43,Debit Card
659,Alex,661.03,Bank Transfer
660,Jane,465.55,Credit Card
662,Emily,400.68,Bank Transfer
663,Jane,299.65,Mobile Payment
665,Sarah,700.97,Mobile Payment
667,David,742.37,Bank Transfer
668,John,721.13,Mobile Payment
670,Emily,561.96,Debit Card
672,Emily,192.75,Mobile Payment
673,David,565.67,Mobile Payment
674,Chris,125.91,Credit Card
675,Sarah,128.5,Mobile Payment
677,Emma,79.94,Credit Card
678,Emma,661.29,Credit Card
679,David,532.22,Credit Card
680,Jane,752.5,Credit Card
681,Jane,284.21,Mobile Payment
682,David,460.06,Mobile Payment
683,John,323.64,Mobile Payment
684,Chris,86.18,Mobile Payment
685,Emma,160.56,Mobile Payment
688,Sarah,402.07,Mobile Payment
689,Jane,958.44,Bank Transfer
690,Emily,570.65,Credit Card
692,Alex,983.05,Debit Card
693,Sarah,872.4,Debit Card
694,Emily,900.99,Credit Card
695,John,381.45,Debit Card
697,Chris,562.34,Credit Card
698,David,813.56,Debit Card
700,Kate,887.75,Mobile Payment
701,David,536.43,Mobile Payment
702,Michael,710.99,Credit Card
703,Sarah,961.17,Credit Card
704,Chris,107.22,Bank Transfer
706,David,687.58,Mobile Payment
707,Alex,292.68,Credit Card
708,Jane,751.43,Debit Card
709,John,970.96,Credit Card
710,Sarah,618.23,Debit Card
711,David,697.61,Mobile Payment
712,Chris,982.52,Credit Card
713,John,529.32,Mobile Payment
714,Kate,25.22,Credit Card
715,Kate,257.9,Bank Transfer
716,Jane,324.16,Debit Card
718,Michael,578.39,Mobile Payment
719,Michael,75.02,Credit Card
720,Emily,491.75,Credit Card
721,Kate,443.02,Debit Card
722,Jane,569.83,Credit Card
724,John,932.29,Debit Card
725,Sarah,954.34,Debit Card
726,Alex,841.97,Credit Card
727,Emma,866.92,Credit Card
728,Michael,328.77,Mobile Payment
729,Sarah,452.79,Mobile Payment
730,David,745.82,Debit Card
731,Kate,22.09,Debit Card
732,Kate,371.33,Debit Card
733,Emily,32.79,Credit Card
734,David,668.46,Debit Card
735,Chris,502.32,Credit Card
737,Emily,661.58,Bank Transfer
738,Alex,663.23,Bank Transfer
739,Sarah,705.07,Mobile Payment
740,Alex,443.21,Bank Transfer
741,Emily,797.11,Mobile Payment
742,Emma,383.15,Credit Card
743,Jane,235.77,Debit Card
744,Kate,812.83,Debit Card
745,Alex,637.49,Bank Transfer
746,John,714.41,Mobile Payment
747,David,319.88,Mobile Payment
748,Sarah,827.42,Debit Card
749,Sarah,26.62,Bank Transfer
750,John,22.49,Credit Card
751,David,609.95,Mobile Payment
752,David,533.41,Credit Card
753,Kate,631.31,Bank Transfer
755,John,769.19,Debit Card
756,Alex,114.15,Credit Card
757,David,664.56,Mobile Payment
759,Kate,644.49,Bank Transfer
763,Jane,966.92,Debit Card
764,Emma,246.52,Bank Transfer
765,Jane,671.8,Debit Card
766,Emily,320.69,Mobile Payment
767,Jane,54.61,Credit Card
768,Jane,38.13,Mobile Payment
769,Kate,352.66,Mobile Payment
770,Chris,124.55,Debit Card
771,Alex,867.31,Credit Card
772,Emily,314.3,Credit Card
773,Kate,339.9,Credit Card
774,John,273.68,Credit Card
775,John,664.83,Bank Transfer
776,Emily,991.02,Credit Card
779,Emma,129.14,Debit Card
780,David,485.64,Debit Card
781,Chris,284.17,Debit Card
782,Michael,872.89,Bank Transfer
783,Kate,250.42,Bank Transfer
785,Chris,834.97,Bank Transfer
789,Jane,56.02,Bank Transfer
790,Chris,955.72,Credit Card
791,Sarah,892.91,Bank Transfer
793,Jane,345.26,Debit Card
794,Alex,325.13,Mobile Payment
795,Emily,144.85,Mobile Payment
796,Jane,265.71,Mobile Payment
797,Chris,836.9,Credit Card
798,David,765.83,Credit Card
799,Jane,473.3,Bank Transfer
800,Sarah,197.65,Mobile Payment
801,Kate,577.75,Credit Card
802,Michael,986.33,Mobile Payment
803,Emily,171.9,Debit Card
804,Michael,459.19,Bank Transfer
805,Alex,338.43,Credit Card
806,Emma,390.62,Credit Card
807,Chris,987.81,Debit Card
810,David,850.74,Credit Card
811,Chris,768.03,Bank Transfer
812,Sarah,731.05,Bank Transfer
813,Jane,407.69,Debit Card
815,Chris,961.47,Credit Card
816,Emily,494.52,Debit Card
817,Michael,325.23,Debit Card
818,David,704.65,Mobile Payment
819,Emily,662.21,Mobile Payment
820,John,15.46,Credit Card
821,Michael,529.81,Mobile Payment
822,Kate,100.54,Credit Card
823,Alex,446.99,Credit Card
824,Alex,840.66,Bank Transfer
825,Sarah,749.79,Credit Card
826,Kate,192.72,Mobile Payment
827,Emily,825.58,Mobile Payment
830,Sarah,179.82,Bank Transfer
831,Emily,606.03,Bank Transfer
832,Emily,308.0,Bank Transfer
834,Michael,918.85,Mobile Payment
835,Kate,592.87,Credit Card
837,Chris,618.14,Bank Transfer
840,John,585.9,Credit Card
843,Kate,227.51,Debit Card
844,Michael,371.75,Debit Card
846,Jane,123.41,Mobile Payment
847,David,967.7,Mobile Payment
849,John,581.29,Mobile Payment
850,Sarah,398.76,Debit Card
851,Jane,393.87,Bank Transfer
853,Emily,698.89,Debit Card
854,Sarah,933.11,Debit Card
855,Emma,560.21,Credit Card
857,Alex,306.68,Bank Transfer
861,Alex,620.13,Bank Transfer
862,Kate,27.94,Credit Card
863,John,94.13,Bank Transfer
864,Michael,639.75,Bank Transfer
865,Kate,798.23,Credit Card
867,Sarah,921.93,Debit Card
868,David,427.5,Bank Transfer
869,Jane,12.81,Debit Card
870,Sarah,394.38,Bank Transfer
871,John,33.34,Debit Card
872,Jane,570.55,Credit Card
873,Jane,522.44,Bank Transfer
874,Emma,592.68,Bank Transfer
875,Alex,78.54,Credit Card
876,David,833.25,Bank Transfer
877,David,486.99,Debit Card
878,Jane,450.76,Bank Transfer
879,John,672.61,Debit Card
880,Sarah,133.95,Debit Card
881,Kate,613.87,Bank Transfer
882,David,369.0,Mobile Payment
883,Emily,520.89,Mobile Payment
884,Alex,311.55,Bank Transfer
885,Emily,518.74,Debit Card
886,Kate,898.3,Debit Card
888,Michael,101.43,Credit Card
889,Alex,483.47,Credit Card
890,Michael,74.35,Bank Transfer
891,Emily,806.78,Credit Card
892,Emily,272.22,Bank Transfer
893,Kate,171.91,Bank Transfer
895,Kate,648.41,Debit Card
896,Chris,154.23,Bank Transfer
897,Jane,349.41,Credit Card
898,Michael,706.61,Credit Card
899,Emma,792.27,Debit Card
900,David,834.0,Debit Card
904,Michael,944.56,Bank Transfer
905,Sarah,222.53,Bank Transfer
907,Emily,627.0,Mobile Payment
908,Emma,242.86,Debit Card
910,John,604.4,Bank Transfer
911,Michael,495.24,Bank Transfer
912,Sarah,606.36,Bank Transfer
913,Jane,351.12,Credit Card
915,David,417.04,Mobile Payment
916,Michael,958.66,Debit Card
917,Chris,440.87,Bank Transfer
918,Sarah,337.51,Credit Card
919,Chris,755.16,Credit Card
920,David,515.32,Debit Card
921,Alex,89.49,Bank Transfer
922,Kate,82.04,Mobile Payment
923,Alex,980.36,Mobile Payment
925,Emma,658.64,Debit Card
926,John,842.37,Mobile Payment
927,Jane,820.44,Mobile Payment
928,Kate,967.14,Bank Transfer
929,Chris,74.68,Debit Card
930,Michael,88.83,Mobile Payment
932,Alex,114.63,Credit Card
933,Jane,544.58,Bank Transfer
934,Emily,193.94,Credit Card
936,David,930.46,Debit Card
937,Chris,411.71,Debit Card
938,Jane,246.2,Bank Transfer
939,Alex,47.58,Debit Card
941,Kate,709.35,Mobile Payment
942,Michael,621.19,Bank Transfer
943,Kate,370.3,Bank Transfer
944,Sarah,58.34,Mobile Payment
946,Chris,950.04,Debit Card
947,Alex,368.93,Debit Card
948,Jane,509.94,Bank Transfer
949,David,196.67,Credit Card
950,Jane,439.28,Bank Transfer
951,Emily,795.83,Debit Card
954,Sarah,955.37,Mobile Payment
955,Emma,398.57,Mobile Payment
956,Kate,544.78,Mobile Payment
957,Michael,112.1,Mobile Payment
959,Emma,131.45,Bank Transfer
962,Emily,682.74,Credit Card
963,Sarah,370.5,Bank Transfer
964,Michael,141.93,Credit Card
965,Alex,766.91,Credit Card
967,Emily,537.05,Bank Transfer
968,Kate,239.78,Bank Transfer
970,John,746.02,Debit Card
971,Jane,913.8,Debit Card
972,Michael,265.28,Bank Transfer
974,Jane,176.87,Debit Card
975,Chris,746.34,Debit Card
978,Kate,275.3,Credit Card
979,Alex,702.23,Credit Card
980,Jane,94.85,Credit Card
981,Emily,944.49,Debit Card
982,Jane,358.56,Mobile Payment
983,Emma,453.66,Mobile Payment
984,Alex,368.67,Bank Transfer
986,Sarah,16.4,Bank Transfer
987,Jane,801.34,Credit Card
988,Jane,461.38,Bank Transfer
989,David,573.34,Debit Card
990,David,554.46,Mobile Payment
991,David,878.3,Mobile Payment
992,David,437.33,Bank Transfer
993,Kate,988.65,Credit Card
995,Jane,847.47,Credit Card
996,Emma,268.71,Mobile Payment
997,Sarah,69.7,Mobile Payment
998,Emily,837.99,Credit Card
999,Chris,827.99,Mobile Payment
1001,John,463.16,Credit Card
1002,Chris,49.1,Debit Card
1003,David,210.34,Debit Card
1004,Kate,880.63,Debit Card
1007,David,819.54,Credit Card
1008,John,790.49,Mobile Payment
1009,Michael,804.9,Bank Transfer
1010,Jane,764.7,Mobile Payment
1012,Sarah,441.07,Mobile Payment
1014,Sarah,330.77,Credit Card
1015,Kate,993.39,Credit Card
1016,Emma,501.64,Debit Card
1017,Emma,777.36,Credit Card
1018,John,753.02,Bank Transfer
1019,Chris,674.64,Credit Card
1020,David,629.72,Debit Card
1021,Emma,82.09,Mobile Payment
1022,Chris,86.24,Credit Card
1024,Sarah,639.89,Mobile Payment
1025,John,154.35,Debit Card
1027,Alex,590.48,Mobile Payment
1029,Sarah,295.32,Credit Card
1030,Emily,331.55,Credit Card
1031,Alex,179.4,Mobile Payment
1032,Sarah,621.39,Mobile Payment
1033,Sarah,691.1,Bank Transfer
1034,Chris,732.95,Debit Card
1035,Jane,800.23,Debit Card
1036,Jane,850.52,Debit Card
1037,Sarah,139.36,Mobile Payment
1039,Chris,880.81,Mobile Payment
1040,Jane,228.32,Bank Transfer
1042,Chris,732.48,Debit Card
1045,Emma,319.96,Debit Card
1046,John,773.84,Bank Transfer
1047,Jane,190.49,Mobile Payment
1048,Alex,774.46,Credit Card
1049,John,853.61,Debit Card
1050,Chris,228.27,Debit Card
1051,Jane,176.61,Mobile Payment
